appid,2d,2d_fighter,3d,3d_platformer,abstract,action,action_adventure,addictive,adventure,anime,arcade,atmospheric,base_building,battle_royale,beat_em_up,bullet_hell,card_game,cartoon,casual,cinematic,city_builder,clicker,co_op,comedy,competitive,crafting,crime,dating_sim,difficult,driving,emotional,exploration,fps,fantasy,fighting,first_person,free_to_play,futuristic,hack_and_slash,horror,indie,isometric,local_co_op,logic,loot,mmorpg,moba,massively_multiplayer,medieval,military,moddable,multiplayer,open_world,pixel_graphics,platformer,psychological,puzzle,pve,pvp,rpg,rts,racing,realistic,relaxing,retro,rhythm,rogue_like,sandbox,sci_fi,shooter,short,simulation,singleplayer,space,split_screen,sports,strategy,survival,tactical,team_based,text_based,third_person,thriller,tower_defense,trading,trading_card_game,turn_based,vr,violent,war,zombies
311010,23,0,0,0,0,39,0,0,50,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,35,32,0,9,0,0,0,0,0,0,9,23,0,0,0,22,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311120,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311140,0,0,0,0,0,42,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311190,8,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311210,0,0,0,0,0,1683,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,1971,0,0,1557,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,3021,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,1662,0,260,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908
311240,0,0,0,0,0,0,0,0,70,80,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,58,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0
311250,0,0,0,12,0,39,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,51,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,0,0
311260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,83,68,0,0,0,0,0,0,114,7,0,0,0,0,0,0,64,0,0,0,134,68,0,0,0,121,36,0,0,0,0,0,0,18,0,0,0,0,0,0
311290,0,0,0,0,0,0,0,0,17,0,0,41,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,64,36,0,0,0,0,0,0,126,82,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311310,0,0,0,0,0,91,0,0,88,0,0,33,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,135,0,52,0,78,159,0,0,0,0,0,30,0,0,0,59,0,0,0,0,50,0,0,0,126,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311340,0,0,0,0,0,545,0,0,153,0,0,224,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,161,406,0,377,0,0,0,0,0,401,0,0,345,0,0,0,0,0,0,0,0,0
311400,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,0,44,0,0,0,0,0,19,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311480,20,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,15,0,0,0,0,0,0,54,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311560,0,0,0,0,0,316,71,0,273,0,0,120,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,38,0,0,0,0,0,0,0,0,0,0,47,0,0,0,26,211,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0
311690,0,0,0,0,0,370,175,0,214,0,0,0,0,0,0,621,0,0,0,0,0,0,310,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,407,0,392,0,289,0,0,0,0,0,0,315,0,615,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311720,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,49,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,46,0,29,0,0,0,0,0,0,0,43,0,0,0,0
311730,0,0,35,0,0,233,0,0,0,198,138,0,0,0,72,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,478,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,26,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311770,0,0,0,0,0,51,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311800,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,45,0,0,22,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,27,16,0,0,0,0,0,18,50,0,0,0,0,0,0,23,0,0,13,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311860,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311870,9,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,14,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,71,0,0,0,0,9,0,0,0,0,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312010,0,0,0,0,0,27,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312150,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,17,53,0,0,0,30,0,0,0,0,0,0,16,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312200,25,0,0,0,0,37,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,39,21,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312210,0,0,0,0,0,84,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,62,0,0,0,0,0,0,78,0,0,32,0,0,0,0,54,0,0,0,0,0,0,24,0,0,0,132,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,51,46,0,0,39,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,52
312230,0,0,0,0,0,38,0,0,40,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,25,0,0,0,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,52,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,60,0,0,0,0,0,0,0,0,0,16,0,0,0,0
312300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
312350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,46,0,0,0,83,0,57,0,0,0,0,0,0,0,50,0,0,31,0
312430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,45,0,11,0,0,0,0,0,0,0,26,0,0,0,0
312450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,0,0,0,105,0,28,0,0,0,0,0,0,0,71,0,0,39,0
312520,60,0,0,0,0,66,0,0,88,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,56,0,0,0,0,0,0,0,29,91,0,0,0,0,0,0,0,0,0,0,0,33,70,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0
312530,180,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,83,116,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,96,0,0,0,0,0,0,0,0,279,0,225,148,0,0,0,0,0,0,0,0,0,122,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312540,0,0,0,0,0,66,0,0,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312560,0,0,0,0,0,33,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312610,48,0,0,0,0,80,0,0,13,11,72,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,42,0,32,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,19,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,0,20,0,0
312640,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312650,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
312660,0,0,0,0,0,274,0,0,159,0,0,67,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,174,0,0,0,102,0,122,0,0,141,0,0,0,0,0,0,98,184,0
312670,0,0,0,0,0,54,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,41,14,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,32,0,0,30,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,41,0,41
312720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312750,0,0,0,0,0,0,0,0,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
312780,0,0,0,0,0,92,0,0,67,28,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,70,0,0,0,0,0,0,0,51,0,0,0,0,64,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
312790,0,0,0,0,0,0,0,0,47,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,50,0,0,0,0,0,0,0,0,0,40,0,0,0,0
312840,0,0,0,0,0,56,0,0,135,0,0,126,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312960,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312990,271,0,0,0,0,356,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,194,112,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,156,0,231,0,0,0,0,0,0,0,0,287,64,276,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313010,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,51,29,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,76,0,0,0,127,48,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313020,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313080,92,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,95,0,0,0,114,0,103,0,0,0,0,0,0,0,0,0,0,0,0
313120,0,0,0,0,0,439,0,0,1050,0,0,404,0,0,0,0,0,0,0,0,0,0,441,0,0,1459,0,0,0,0,0,972,0,0,0,1066,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,1334,1548,0,0,0,0,0,0,0,0,0,963,0,0,0,0,696,0,0,0,605,873,0,0,0,339,2177,0,0,0,0,0,0,0,0,0,0,0,0,0
313140,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313160,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,521,760,600,0,0,0,0,0,0,0,0,0,457,364,0,0,0,243,0,0,0,1508,489,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,135,0,0,0,0,0,0,0,178,114,19,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0
313400,15,0,0,0,0,42,0,0,0,0,27,17,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,20,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313480,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,10,0,0,0,0,0,0,0,0,37,0,19,0,0,0,0,0,0,0,0,0,33,0,0,0,76,0,23,0,0,0,0,0,0,0,0,0,0,31,0
313500,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,13,0,0,0,0,0,0,0,0,44,0,19,0,0,0,0,0,0,0,0,0,23,0,0,0,66,0,22,0,0,0,0,0,0,0,0,0,0,26,0
313590,0,0,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313630,0,0,0,0,0,0,0,0,103,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,100,0,0,0,70,0,0,0,47,48,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,86,0,0,47,79,57,0,0,0,140,0,0,0,0,0,0,0,0,0,82,0,0,0
313650,11,0,0,0,0,0,0,0,27,0,0,10,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313690,0,0,0,0,0,148,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,70,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,99,136,0,0,0,38,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,55,93,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
313730,0,0,0,0,0,24,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,205,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,118,0,0,0,97,144,0,0,157,0,30,0,0,0,0,0,0,0,113,0,0,0,0
313740,59,0,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,0,72,0,0,0,0,16,0,0,0,263,0,0,0,0,0,115,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,79,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313780,0,0,0,0,0,0,0,0,42,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313810,0,0,0,31,0,37,24,0,38,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313830,6,0,0,0,0,0,0,0,32,24,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313980,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
314000,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,46,0,0,0,0,0,0,22,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,62,24,0,0,80,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314010,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,36,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314020,12,0,0,0,0,0,0,0,50,0,0,23,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,6,0,0,7,0,5,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,81,0,0,0,0,0,0,15,0,0,0,0,0,0,37,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
